date,code,side,quantity,exec_price,slippage_pct,rejected,reject_reason,qscore
2026-03-10,463290,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 1,029,855,307원)",
2026-03-10,488770,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 -60,857,185원)",
2026-03-10,043260,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 607,339,166원)",
2026-03-10,083650,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 725,038,653원)",
2026-03-10,237690,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 232,198,644원)",
2026-03-10,469830,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 802,185,125원)",
2026-03-10,017960,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 1,065,179,242원)",
2026-03-10,084110,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 -819,738,014원)",
2026-03-10,389030,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 -597,271,221원)",
2026-03-10,0043B0,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 489,363,184원)",
2026-03-10,449170,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 -881,244,465원)",
2026-03-10,463290,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 725,373,955원)",
2026-03-10,488770,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 -236,248,746원)",
2026-03-10,043260,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 319,841,032원)",
2026-03-10,083650,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 760,033,597원)",
2026-03-10,237690,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 -142,386원)",
2026-03-10,469830,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 856,004,627원)",
2026-03-10,017960,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 745,932,065원)",
2026-03-10,084110,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 -473,331,275원)",
2026-03-10,389030,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 -316,636,761원)",
2026-03-10,0043B0,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 522,629,680원)",
2026-03-10,449170,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 -768,704,075원)",
2026-03-10,463290,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 725,417,053원)",
2026-03-10,488770,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 160,176,722원)",
2026-03-10,043260,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 31,594,536원)",
2026-03-10,083650,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 492,592,138원)",
2026-03-10,237690,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 -410,404,646원)",
2026-03-10,469830,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 970,034,339원)",
2026-03-10,017960,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 1,085,946,315원)",
2026-03-10,084110,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 -373,257,135원)",
2026-03-10,389030,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 -252,212,507원)",
2026-03-10,530031,BUY,1984,2522.5509459295313,0.0010,False,,0.6
2026-03-10,329750,BUY,365,13704.198454721862,0.0010,False,,0.5993
2026-03-10,456610,BUY,79,62771.870066250216,0.0011,False,,0.5993
2026-03-10,455030,BUY,395,12648.455152985509,0.0011,False,,0.5992
2026-03-10,456880,BUY,393,12723.945083981924,0.0011,False,,0.5992
2026-03-10,305080,BUY,371,13465.040832950028,0.0011,False,,0.5989
2026-03-10,468380,BUY,0,0,0.0000,True,"유동성 부족 (5일 평균 1,975,853,006원)",0.5985
2026-03-10,261220,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.5984
2026-03-10,473330,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.5978
2026-03-10,490490,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.5974
2026-03-10,483290,BUY,0,0,0.0000,True,"유동성 부족 (5일 평균 1,956,371,578원)",0.5964
2026-03-10,458760,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.5963
2026-03-10,441680,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.596
2026-03-10,043260,BUY,109,45795.86147298126,0.0010,False,,0.5954
2026-03-10,490600,BUY,0,0,0.0000,True,"유동성 부족 (5일 평균 1,818,283,360원)",0.5953
2026-03-10,402970,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.5951
2026-03-10,458730,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.595
2026-03-10,263750,BUY,72,69469.65389514506,0.0010,False,,0.5947
2026-03-10,083650,BUY,46,107808.1097292166,0.0010,False,,0.5946
2026-03-10,446720,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.594
2026-03-10,237690,BUY,16,170070.51473727147,0.0010,False,,0.5919
2026-03-10,017960,BUY,63,43143.24766202664,0.0010,False,,0.5918
2026-03-10,084110,BUY,40,67569.33382730922,0.0010,False,,0.5905
2026-03-10,389030,BUY,549,5015.082937559393,0.0010,False,,0.5904
2026-03-10,290550,BUY,178,15435.556697316175,0.0010,False,,0.5867
2026-03-10,020000,BUY,0,0,0.0000,True,총 노출도 한도 초과 (60%),0.586
2026-03-10,031980,BUY,0,0,0.0000,True,총 노출도 한도 초과 (60%),0.5858
2026-03-10,093640,BUY,0,0,0.0000,True,총 노출도 한도 초과 (60%),0.5858
2026-03-10,395400,BUY,0,0,0.0000,True,총 노출도 한도 초과 (60%),0.5854
2026-03-10,187790,BUY,0,0,0.0000,True,총 노출도 한도 초과 (60%),0.5838
2026-03-10,222080,BUY,0,0,0.0000,True,총 노출도 한도 초과 (60%),0.5834
2026-03-10,530031,BUY,1438,3478.5146941616003,0.0010,False,,0.6
2026-03-10,329750,BUY,359,13919.403560122433,0.0010,False,,0.5993
2026-03-10,456610,BUY,78,63787.85598772021,0.0011,False,,0.5993
2026-03-10,455030,BUY,389,12853.655498288921,0.0011,False,,0.5992
2026-03-10,456880,BUY,387,12929.144169531777,0.0011,False,,0.5992
2026-03-10,305080,BUY,367,13620.178738724384,0.0011,False,,0.5989
2026-03-10,468380,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.5985
2026-03-10,261220,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.5984
2026-03-10,473330,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.5978
2026-03-10,490490,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.5974
2026-03-10,483290,BUY,0,0,0.0000,True,"유동성 부족 (5일 평균 1,989,129,758원)",0.5964
2026-03-10,458760,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.5963
2026-03-10,441680,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.596
2026-03-10,043260,BUY,129,38538.58148416382,0.0010,False,,0.5954
2026-03-10,490600,BUY,0,0,0.0000,True,"유동성 부족 (5일 평균 1,854,896,136원)",0.5953
2026-03-10,402970,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.5951
2026-03-10,458730,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.595
2026-03-10,263750,BUY,75,66166.3280158531,0.0010,False,,0.5947
2026-03-10,083650,BUY,51,97798.03627048727,0.0010,False,,0.5946
2026-03-10,446720,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.594
2026-03-10,530031,SELL,1438,3471.4864583407893,0.0010,False,,
2026-03-10,237690,BUY,18,162262.6815167097,0.0010,False,,0.5919
2026-03-10,017960,BUY,67,44794.911334479126,0.0010,False,,0.5918
2026-03-10,084110,BUY,47,63965.68934974462,0.0010,False,,0.5905
2026-03-10,389030,BUY,620,4844.913762308512,0.0010,False,,0.5904
2026-03-10,290550,BUY,211,14254.364041857087,0.0010,False,,0.5867
2026-03-10,020000,BUY,127,23624.31907014047,0.0010,False,,0.586
2026-03-10,031980,BUY,0,0,0.0000,True,총 노출도 한도 초과 (60%),0.5858
2026-03-10,093640,BUY,0,0,0.0000,True,총 노출도 한도 초과 (60%),0.5858
2026-03-10,395400,BUY,0,0,0.0000,True,총 노출도 한도 초과 (60%),0.5854
2026-03-10,187790,BUY,0,0,0.0000,True,총 노출도 한도 초과 (60%),0.5838
2026-03-10,222080,BUY,0,0,0.0000,True,총 노출도 한도 초과 (60%),0.5834
2026-03-10,115180,BUY,0,0,0.0000,True,총 노출도 한도 초과 (60%),0.5833
2026-03-10,456610,SELL,78,23320.30861229902,0.0010,False,,
2026-03-10,083650,SELL,51,57376.85935565127,0.0010,False,,
2026-03-10,237690,SELL,18,61192.32128717188,0.0010,False,,
2026-03-10,084110,SELL,47,44432.656491730515,0.0010,False,,
2026-03-10,043260,SELL,129,24858.911062038926,0.0010,False,,
2026-03-10,020000,SELL,127,12690.141975510398,0.0010,False,,
2026-03-10,263750,SELL,75,21717.14314651214,0.0010,False,,
2026-03-10,448900,BUY,0,0,0.0000,True,"HARD_STOP — 월 DD 한도 초과, BUY 전면 금지",0.9832
2026-03-10,448900,BUY,144,90377.71189027218,0.0010,False,,0.9832
2026-03-10,017960,SELL,67,13777.166629033447,0.0010,False,,
2026-03-10,448900,SELL,144,89159.80499688968,0.0010,False,,
2026-03-10,448900,BUY,0,0,0.0000,True,"HARD_STOP — 월 DD 한도 초과, BUY 전면 금지",0.9832
2026-03-10,218410,BUY,0,0,0.0000,True,"HARD_STOP — 월 DD 한도 초과, BUY 전면 금지",0.9531
2026-03-10,448900,BUY,109,97890.56518739589,0.0011,False,,0.9832
2026-03-10,327260,BUY,209,51200.6790389249,0.0010,False,,0.9827
2026-03-10,448900,BUY,88,56723.73481037366,0.0010,False,,0.9832
2026-03-10,327260,BUY,104,47703.17675591182,0.0011,False,,0.9827
2026-03-10,218410,BUY,64,77576.61854223354,0.0010,False,,0.9531
2026-03-10,234340,BUY,175,28492.62680188516,0.0010,False,,0.9507
2026-03-10,124500,BUY,154,32425.380625064394,0.0010,False,,0.9467
2026-03-10,448900,BUY,287,17414.72555153252,0.0010,False,,0.9832
2026-03-10,327260,BUY,146,34256.77179809153,0.0011,False,,0.9827
2026-03-10,218410,BUY,91,54704.44126979227,0.0010,False,,0.9531
2026-03-10,234340,BUY,117,42764.4727824327,0.0010,False,,0.9507
2026-03-10,448900,BUY,166,30093.6304735128,0.0010,False,,0.9832
2026-03-10,327260,BUY,72,69092.13706540999,0.0011,False,,0.9827
2026-03-10,218410,BUY,85,58857.65466554479,0.0010,False,,0.9531
2026-03-10,124500,BUY,87,57152.42090172769,0.0010,False,,0.9467
2026-03-10,290550,BUY,361,13859.268378198416,0.0010,False,,0.929
2026-03-10,448900,BUY,224,22331.730678151038,0.0010,False,,0.9832
2026-03-10,327260,BUY,255,19593.029954721642,0.0011,False,,0.9827
2026-03-10,218410,BUY,356,14026.215759338302,0.0010,False,,0.9531
2026-03-10,234340,BUY,145,34450.8247535993,0.0010,False,,0.9507
2026-03-10,124500,BUY,70,71107.19505564854,0.0010,False,,0.9467
2026-03-10,448900,SELL,224,134857.5933228691,0.0011,False,,
2026-03-10,327260,SELL,255,46752.16810042568,0.0010,False,,
2026-03-10,218410,SELL,356,63135.66463380002,0.0010,False,,
2026-03-10,234340,SELL,145,34815.031344406096,0.0010,False,,
2026-03-10,124500,SELL,70,55843.73326636858,0.0010,False,,
2026-03-10,448900,BUY,55,135136.8186037598,0.0010,False,,0.9832
2026-03-10,327260,BUY,158,46847.439373069574,0.0010,False,,0.9827
2026-03-10,218410,BUY,117,63263.573140015156,0.0010,False,,0.9531
2026-03-10,234340,BUY,213,34885.02430097587,0.0010,False,,0.9507
2026-03-10,124500,BUY,132,55956.59155484783,0.0010,False,,0.9467
2026-03-10,290550,BUY,521,14254.513756325261,0.0010,False,,0.929
2026-03-10,138080,BUY,374,19880.353063630067,0.0010,False,,0.9235
2026-03-10,448900,BUY,212,23558.979157643047,0.0010,False,,0.9832
2026-03-10,327260,BUY,127,39409.3046618512,0.0011,False,,0.9827
2026-03-10,218410,BUY,92,53841.56290712079,0.0010,False,,0.9531
2026-03-10,124500,BUY,186,26855.926927905206,0.0010,False,,0.9467
2026-03-10,138080,BUY,203,24566.289024663212,0.0010,False,,0.9235
2026-03-10,448900,BUY,440,11364.567509645822,0.0010,False,,0.9832
2026-03-10,327260,BUY,80,62095.623232699494,0.0011,False,,0.9827
2026-03-10,218410,BUY,474,10554.697623056814,0.0010,False,,0.9531
2026-03-10,124500,BUY,149,33491.82611498283,0.0010,False,,0.9467
2026-03-11,010170,BUY,0,0,0.0000,True,유동성 부족 (5일 평균 0원),0.45
2026-03-11,215380,BUY,2005,3594.7000000000003,0.0300,False,,0.45
2026-03-11,441680,BUY,629,11448.45,0.0300,False,,0.4485
2026-03-11,473330,BUY,744,9682.0,0.0300,False,,0.4483
2026-03-11,084110,BUY,100,71791.0,0.0300,False,,0.4483
2026-03-11,490490,BUY,609,11829.550000000001,0.0300,False,,0.4473
2026-03-11,305080,BUY,520,13848.35,0.0300,False,,0.4469
2026-03-11,448900,BUY,41,174997.0,0.0300,False,,0.4465
2026-03-11,005090,BUY,122,59019.0,0.0300,False,,0.4462
2026-03-11,389030,BUY,1407,5124.25,0.0300,False,,0.4451
2026-03-11,126340,BUY,52,138123.0,0.0300,False,,0.4448
2026-03-11,042700,BUY,21,333720.0,0.0300,False,,0.4431
2026-03-11,093640,BUY,1272,5665.0,0.0300,False,,0.443
2026-03-11,174900,BUY,97,73645.0,0.0300,False,,0.4417
2026-03-11,189300,BUY,0,0,0.0000,True,총 노출도 한도 초과 (95%),0.4402
2026-03-11,395400,BUY,0,0,0.0000,True,총 노출도 한도 초과 (95%),0.439
2026-03-11,036930,BUY,0,0,0.0000,True,총 노출도 한도 초과 (95%),0.4384
2026-03-11,124500,BUY,0,0,0.0000,True,총 노출도 한도 초과 (95%),0.4379
2026-03-11,900290,BUY,0,0,0.0000,True,총 노출도 한도 초과 (95%),0.4376
2026-03-11,234340,BUY,0,0,0.0000,True,총 노출도 한도 초과 (95%),0.4375
2026-03-12,448900,BUY,97,51548.46895241442,0.0010,False,,0.9832
2026-03-12,327260,BUY,134,37180.899960138566,0.0011,False,,0.9827
2026-03-12,218410,BUY,114,43770.36140644933,0.0010,False,,0.9531
2026-03-12,234340,BUY,141,35314.71847818803,0.0010,False,,0.9507
2026-03-12,124500,BUY,171,29232.094188604955,0.0010,False,,0.9467
2026-03-12,448900,BUY,294,17000.585449928465,0.0010,False,,0.9832
2026-03-12,327260,BUY,63,78719.3906071002,0.0010,False,,0.9827
2026-03-12,218410,BUY,352,14208.48992548531,0.0010,False,,0.9531
2026-03-12,234340,BUY,62,79685.78585671222,0.0010,False,,0.9507
2026-03-12,124500,BUY,183,27215.73116717568,0.0010,False,,0.9467
2026-03-12,290550,BUY,51,98055.49646224054,0.0011,False,,0.929
2026-03-12,138080,BUY,218,22899.18226062046,0.0010,False,,0.9235
2026-03-12,448900,BUY,71,70349.21976723273,0.0070,False,,0.9832
2026-03-12,327260,BUY,153,32725.76775768156,0.0071,False,,0.9827
2026-03-12,218410,BUY,149,33694.712900192855,0.0070,False,,0.9531
2026-03-12,234340,BUY,202,24827.60267526243,0.0070,False,,0.9507
2026-03-12,124500,BUY,67,75138.54017891208,0.0070,False,,0.9467
2026-03-12,290550,BUY,126,39831.45402328915,0.0070,False,,0.929
2026-03-12,138080,BUY,120,42246.8153890592,0.0151,False,,0.9235
2026-03-12,218410,BUY,61,81397.82560307968,0.0071,False,,0.9726
2026-03-12,295310,BUY,55,91489.51815583908,0.0070,False,,0.968
2026-03-12,124500,BUY,76,66166.10987194991,0.0070,False,,0.9517
2026-03-12,327260,BUY,78,89988.6892322643,0.0071,False,,0.9843
2026-03-12,138080,BUY,283,24904.156051620786,0.0070,False,,0.9561
2026-03-12,389030,BUY,131,53420.32147443647,0.0070,False,,0.9428
2026-03-12,290550,BUY,69,101173.53058936716,0.0071,False,,0.9417
2026-03-12,900290,BUY,150,47318.921698939535,0.0152,False,,0.9203
2026-03-12,331920,BUY,246,28634.530689812313,0.0071,False,,0.9018
2026-03-12,215380,BUY,128,54738.51206462823,0.0071,False,,0.8656
2026-03-12,253590,BUY,86,81671.5211516496,0.0071,False,,0.8578
2026-03-12,376900,BUY,147,47880.698573548914,0.0071,False,,0.8481
2026-03-12,120110,BUY,618,11406.046828607796,0.0071,False,,0.821
2026-03-12,138490,BUY,98,71253.09276873364,0.0071,False,,0.8177
2026-03-12,217730,BUY,0,0,0.0000,True,총 노출도 한도 초과 (95%),0.802
2026-03-12,327260,BUY,213,23620.250941008784,0.0071,False,,0.9843
2026-03-12,295310,BUY,119,42388.558713820516,0.0151,False,,0.968
2026-03-12,124500,BUY,89,56156.44163376124,0.0070,False,,0.9517
2026-03-12,218410,BUY,131,53593.861021723955,0.0070,False,,0.9726
2026-03-12,138080,BUY,305,23059.328474847116,0.0071,False,,0.9561
2026-03-12,389030,BUY,70,100058.21751081132,0.0070,False,,0.9428
2026-03-12,290550,BUY,152,46221.22182383434,0.0070,False,,0.9417
2026-03-12,900290,BUY,342,20774.843007375286,0.0151,False,,0.9203
2026-03-12,331920,BUY,573,12298.06711464853,0.0070,False,,0.9018
2026-03-12,215380,BUY,88,79524.30240569975,0.0071,False,,0.8656
2026-03-12,253590,BUY,142,49803.23790726174,0.0152,False,,0.8578
2026-03-12,376900,BUY,132,53047.55420835879,0.0071,False,,0.8481
2026-03-12,120110,BUY,72,96635.70229003722,0.0071,False,,0.821
2026-03-12,138490,BUY,74,95616.27360918019,0.0152,False,,0.8177
2026-03-12,217730,BUY,0,0,0.0000,True,총 노출도 한도 초과 (95%),0.802
2026-03-12,218410,BUY,153,32908.62955203486,0.0071,False,,0.9726
2026-03-12,295310,BUY,55,91546.92037059023,0.0070,False,,0.968
2026-03-12,124500,BUY,97,51585.26765214353,0.0070,False,,0.9517
2026-03-12,327260,BUY,81,86798.85872836453,0.0070,False,,0.9843
2026-03-12,138080,BUY,274,25930.85186001552,0.0152,False,,0.9561
2026-03-12,389030,BUY,322,22017.498819516044,0.0152,False,,0.9428
2026-03-12,290550,BUY,184,38183.97094417762,0.0070,False,,0.9417
2026-03-12,900290,BUY,158,44395.83537609534,0.0071,False,,0.9203
2026-03-12,331920,BUY,91,76844.62835047033,0.0071,False,,0.9018
2026-03-12,215380,BUY,72,97614.18245464131,0.0071,False,,0.8656
2026-03-12,253590,BUY,405,17405.00976211545,0.0071,False,,0.8578
2026-03-12,376900,BUY,196,35821.24086424803,0.0070,False,,0.8481
2026-03-12,120110,BUY,203,34588.623508498524,0.0071,False,,0.821
2026-03-12,138490,BUY,127,55141.71517875116,0.0070,False,,0.8177
2026-03-12,217730,BUY,0,0,0.0000,True,총 노출도 한도 초과 (95%),0.802
2026-03-12,389030,SELL,0,0,0.0000,True,Kiwoom: order rejected: [800033] ¸ðÀÇÅõÀÚ ¸Åµµ°¡´É¼ö·®ÀÌ ºÎÁ·ÇÕ´Ï´Ù.,
2026-03-12,290550,SELL,0,0,0.0000,True,Kiwoom: order rejected: [800033] ¸ðÀÇÅõÀÚ ¸Åµµ°¡´É¼ö·®ÀÌ ºÎÁ·ÇÕ´Ï´Ù.,
2026-03-12,900290,SELL,0,0,0.0000,True,Kiwoom: order rejected: [800033] ¸ðÀÇÅõÀÚ ¸Åµµ°¡´É¼ö·®ÀÌ ºÎÁ·ÇÕ´Ï´Ù.,
2026-03-12,331920,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 1,343,637,512원)",
2026-03-12,215380,SELL,0,0,0.0000,True,Kiwoom: order rejected: [800033] ¸ðÀÇÅõÀÚ ¸Åµµ°¡´É¼ö·®ÀÌ ºÎÁ·ÇÕ´Ï´Ù.,
2026-03-12,138490,SELL,0,0,0.0000,True,"유동성 부족 (5일 평균 1,619,963,002원)",
2026-03-12,357580,BUY,0,0,0.0000,True,섹터 노출 한도 초과 (30%),0.9188
2026-03-12,217730,BUY,0,0,0.0000,True,총 노출도 한도 초과 (95%),0.802
2026-03-12,217730,BUY,0,0,0.0000,True,총 노출도 한도 초과 (95%),0.802
2026-03-12,327260,BUY,0,0,0.0000,True,Kiwoom: order rejected: [100000] ¸ðÀÇÅõÀÚ ¸Å¼öÁÖ¹®¿Ï·á,0.9843
2026-03-12,295310,BUY,0,0,0.0000,True,Kiwoom: order rejected: [100000] ¸ðÀÇÅõÀÚ ¸Å¼öÁÖ¹®¿Ï·á,0.968
2026-03-12,124500,BUY,0,0,0.0000,True,Kiwoom: order rejected: [100000] ¸ðÀÇÅõÀÚ ¸Å¼öÁÖ¹®¿Ï·á,0.9517
2026-03-12,327260,BUY,0,0,0.0000,True,Kiwoom: order rejected: [100000] ¸ðÀÇÅõÀÚ ¸Å¼öÁÖ¹®¿Ï·á,0.9843
2026-03-12,218410,BUY,0,0,0.0000,True,Kiwoom: order rejected: [100000] ¸ðÀÇÅõÀÚ ¸Å¼öÁÖ¹®¿Ï·á,0.9726
2026-03-12,295310,BUY,0,0,0.0000,True,Kiwoom: order rejected: [100000] ¸ðÀÇÅõÀÚ ¸Å¼öÁÖ¹®¿Ï·á,0.968
2026-03-12,138080,BUY,0,0,0.0000,True,Kiwoom: order rejected: [100000] ¸ðÀÇÅõÀÚ ¸Å¼öÁÖ¹®¿Ï·á,0.9561
2026-03-12,124500,BUY,0,0,0.0000,True,Kiwoom: order rejected: [RC4025] ¸ðÀÇÅõÀÚ ¸Å¼öÁõ°Å±ÝÀÌ ºÎÁ·ÇÕ´Ï´Ù.,0.9517
2026-03-12,389030,BUY,0,0,0.0000,True,Kiwoom: order rejected: [RC4025] ¸ðÀÇÅõÀÚ ¸Å¼öÁõ°Å±ÝÀÌ ºÎÁ·ÇÕ´Ï´Ù.,0.9428
2026-03-12,290550,BUY,0,0,0.0000,True,Kiwoom: order rejected: [100000] ¸ðÀÇÅõÀÚ ¸Å¼öÁÖ¹®¿Ï·á,0.9417
2026-03-12,900290,BUY,0,0,0.0000,True,Kiwoom: order rejected: [RC4025] ¸ðÀÇÅõÀÚ ¸Å¼öÁõ°Å±ÝÀÌ ºÎÁ·ÇÕ´Ï´Ù.,0.9203
2026-03-12,331920,BUY,0,0,0.0000,True,"유동성 부족 (5일 평균 1,346,137,876원)",0.9018
2026-03-12,215380,BUY,0,0,0.0000,True,Kiwoom: order rejected: [RC4025] ¸ðÀÇÅõÀÚ ¸Å¼öÁõ°Å±ÝÀÌ ºÎÁ·ÇÕ´Ï´Ù.,0.8656
2026-03-12,253590,BUY,0,0,0.0000,True,Kiwoom: order rejected: [RC4025] ¸ðÀÇÅõÀÚ ¸Å¼öÁõ°Å±ÝÀÌ ºÎÁ·ÇÕ´Ï´Ù.,0.8578
2026-03-12,376900,BUY,0,0,0.0000,True,Kiwoom: order rejected: [RC4025] ¸ðÀÇÅõÀÚ ¸Å¼öÁõ°Å±ÝÀÌ ºÎÁ·ÇÕ´Ï´Ù.,0.8481
2026-03-12,120110,BUY,0,0,0.0000,True,Kiwoom: order rejected: [RC4025] ¸ðÀÇÅõÀÚ ¸Å¼öÁõ°Å±ÝÀÌ ºÎÁ·ÇÕ´Ï´Ù.,0.821
2026-03-12,138490,BUY,0,0,0.0000,True,"유동성 부족 (5일 평균 1,634,033,972원)",0.8177
2026-03-12,217730,BUY,0,0,0.0000,True,Kiwoom: order rejected: [RC4025] ¸ðÀÇÅõÀÚ ¸Å¼öÁõ°Å±ÝÀÌ ºÎÁ·ÇÕ´Ï´Ù.,0.802
2026-03-12,327260,BUY,129,64587.410852713176,0.0288,False,,0.9843
2026-03-12,295310,BUY,54,103870.53703703704,0.0453,False,,0.968
2026-03-12,124500,BUY,0,0,0.0000,True,Kiwoom: order rejected: [RC4025] ¸ðÀÇÅõÀÚ ¸Å¼öÁõ°Å±ÝÀÌ ºÎÁ·ÇÕ´Ï´Ù.,0.9517
2026-03-12,218410,BUY,0,0,0.0000,True,Kiwoom: order rejected: [RC4025] ¸ðÀÇÅõÀÚ ¸Å¼öÁõ°Å±ÝÀÌ ºÎÁ·ÇÕ´Ï´Ù.,0.9726
